candidate_id,rank,score,reasoning
CAND_0097008,115,0.2177229488703527,"Senior Software Engineer with 6.6 years of experience at PolicyBazaar, specializing in applied ML (HTML). Shown solid seniority growth in past roles; strong semantic alignment to the JD (esp. experience trajectory); features good recruiter responsiveness; high recruiter demand. Note: candidate has."
CAND_0077196,116,0.21473750411204964,Backend Engineer with 7.4 years of experience at Wayne Enterprises; strong semantic alignment to the JD (esp. experience trajectory); features active GitHub presence; high recruiter demand. Note: candidate has not actively seeking new roles.
CAND_0081730,117,0.21376359877195864,"Senior Data Engineer with 7.8 years of experience at PhonePe, specializing in applied ML (MLflow, NLP). Shown solid seniority growth in past roles; strong semantic alignment to the JD (esp. experience trajectory); features good recruiter responsiveness; high recruiter demand, reliable."
CAND_0099231,118,0.21375977320299974,"Java Developer with 6.3 years of experience at Accenture, specializing in vector search and RAG (Vector Search, pgvector); experienced in backend infrastructure (SQL); strong semantic alignment to the JD (esp. experience trajectory); high recruiter demand. Note: candidate has not actively seeking."
CAND_0019748,119,0.2100931788787695,"Cloud Engineer with 9.6 years of experience at Initech, specializing in vector search and RAG (Milvus); moderate semantic fit to the JD; features good recruiter responsiveness; high recruiter demand."
CAND_0039954,120,0.20992921065460837,"Cloud Engineer with 9.9 years of experience at Hooli; experienced in backend infrastructure (PostgreSQL); strong semantic alignment to the JD (esp. experience trajectory); features good recruiter responsiveness; high recruiter demand, reliable follow-through. Note: candidate has not actively."
CAND_0059131,121,0.20960203498550276,"Mobile Developer with 4.1 years of experience at CRED, specializing in applied ML (HTML, MLflow); experienced in backend infrastructure (Spark); strong semantic alignment to the JD (esp. experience trajectory); features good recruiter responsiveness; high recruiter demand. Note: candidate has a."
CAND_0097010,122,0.20955883350770146,"Java Developer with 6.4 years of experience at Hooli; experienced in backend infrastructure (SQL, PostgreSQL); strong semantic alignment to the JD (esp. experience trajectory); features very high recruiter responsiveness. Note: candidate has a long 120-day notice period. Minor data-quality flag."
CAND_0034908,123,0.20929956907145905,"QA Engineer with 4.5 years of experience at Tech Mahindra; experienced in backend infrastructure (PostgreSQL, Airflow); strong semantic alignment to the JD (esp. experience trajectory); features active GitHub presence; high recruiter demand. Note: candidate has a long 120-day notice period."
CAND_0002474,124,0.20873325085680816,"Cloud Engineer with 9.6 years of experience at Acme Corp, specializing in applied ML (Python); experienced in backend infrastructure (Kafka); strong semantic alignment to the JD (esp. experience trajectory); high recruiter demand. Note: candidate has not actively seeking new roles. Minor."
CAND_0011718,125,0.20869207177062754,"Java Developer with 9.7 years of experience at Mindtree, specializing in applied ML (BentoML); strong semantic alignment to the JD (esp. experience trajectory); features good recruiter responsiveness; high recruiter demand. Note: candidate has not actively seeking new roles. Minor data-quality flag."
CAND_0009040,126,0.20757252170192678,".NET Developer with 7.2 years of experience at Razorpay; moderate semantic fit to the JD; features good recruiter responsiveness; high recruiter demand, reliable follow-through. Note: candidate has not actively seeking new roles."
CAND_0043583,127,0.20741616950504085,"Cloud Engineer with 7.4 years of experience at Wayne Enterprises, specializing in applied ML (PyTorch); strong semantic alignment to the JD (esp. experience trajectory); high recruiter demand. Note: candidate has not actively seeking new roles. Minor data-quality flag (synthetic)."
CAND_0085652,128,0.20716563714250058,"Full Stack Developer with 6.8 years of experience at Pied Piper, specializing in applied ML (HTML); experienced in backend infrastructure (Airflow); strong semantic alignment to the JD (esp. experience trajectory); features good recruiter responsiveness; high recruiter demand. Note: candidate has."
CAND_0084526,129,0.2071040643021829,Cloud Engineer with 6.9 years of experience at Acme Corp; strong semantic alignment to the JD (esp. experience trajectory); features active GitHub presence and good recruiter responsiveness; high recruiter demand. Note: candidate has a long 120-day notice period and is not actively seeking new.
CAND_0032704,130,0.20701811187765354,Software Engineer with 8.2 years of experience at Initech; strong semantic alignment to the JD (esp. experience trajectory); features good recruiter responsiveness; high recruiter demand. Note: candidate has not actively seeking new roles. Minor data-quality flag (synthetic).
CAND_0036679,131,0.20650732185749246,Cloud Engineer with 6.1 years of experience at CRED; experienced in backend infrastructure (SQL); strong semantic alignment to the JD (esp. experience trajectory); features very high recruiter responsiveness; high recruiter demand. Note: candidate has a long 120-day notice period and is not.
CAND_0097160,132,0.206456580784258,"Java Developer with 5.5 years of experience at Wipro, specializing in applied ML (Python); experienced in backend infrastructure (Kafka); strong semantic alignment to the JD (esp. experience trajectory); high recruiter demand, reliable follow-through. Note: candidate has a long 120-day notice."
CAND_0063839,133,0.20644695404060223,".NET Developer with 4.9 years of experience at Flipkart, specializing in applied ML (HTML); strong semantic alignment to the JD (esp. experience trajectory); features good recruiter responsiveness; high recruiter demand. Note: candidate has a long 120-day notice period and is not actively seeking."
CAND_0058741,134,0.2060866156765165,".NET Developer with 7.3 years of experience at Capgemini, specializing in vector search and RAG (Vector Search, RAG); moderate semantic fit to the JD; features active GitHub presence. Note: candidate has not actively seeking new roles."
CAND_0024076,135,0.2057884028228925,"DevOps Engineer with 8.0 years of experience at Capgemini, specializing in applied ML (MLOps, BentoML); strong semantic alignment to the JD (esp. experience trajectory); high recruiter demand, reliable follow-through. Note: candidate has a long 120-day notice period. Minor data-quality flag."
CAND_0004457,136,0.20540215425459465,"Software Engineer with 5.9 years of experience at CRED, specializing in applied ML (MLOps); strong semantic alignment to the JD (esp. experience trajectory); high recruiter demand. Minor data-quality flag (synthetic)."
CAND_0050218,137,0.20517731158277575,"DevOps Engineer with 9.2 years of experience at Initech, specializing in applied ML (MLflow, NLP); experienced in backend infrastructure (SQL, PostgreSQL); strong semantic alignment to the JD (esp. experience trajectory); features active GitHub presence and good recruiter responsiveness; high."
CAND_0058414,138,0.20510093534661047,"Software Engineer with 9.4 years of experience at Zomato, specializing in vector search and RAG (Vector Search); moderate semantic fit to the JD; features active GitHub presence; high recruiter demand. Note: candidate has a long 120-day notice period."
CAND_0087111,139,0.2050660742942401,DevOps Engineer with 6.0 years of experience at Mphasis; experienced in backend infrastructure (SQL); strong semantic alignment to the JD (esp. experience trajectory); high recruiter demand. Note: candidate has not actively seeking new roles. Minor data-quality flag (synthetic).
CAND_0069097,140,0.20502793555022705,".NET Developer with 5.0 years of experience at Cognizant; experienced in backend infrastructure (Kafka, Airflow); strong semantic alignment to the JD (esp. experience trajectory). Note: candidate has a long 120-day notice period and is not actively seeking new roles. Minor data-quality flag."
CAND_0001462,141,0.20493288473044605,"Mobile Developer with 3.2 years of experience at TCS, specializing in vector search and RAG (Pinecone); experienced in backend infrastructure (SQL); moderate semantic fit to the JD; features good recruiter responsiveness; high recruiter demand, reliable follow-through. Note: candidate has a long."
CAND_0008869,142,0.20469166589055507,"Cloud Engineer with 8.8 years of experience at Mphasis, specializing in applied ML (HTML); moderate semantic fit to the JD; features good recruiter responsiveness; high recruiter demand. Note: candidate has a long 120-day notice period and is not actively seeking new roles."
CAND_0042823,143,0.20449644230546604,Full Stack Developer with 8.8 years of experience at CRED; experienced in backend infrastructure (SQL); strong semantic alignment to the JD (esp. experience trajectory); features good recruiter responsiveness; high recruiter demand. Note: candidate has not actively seeking new roles.
CAND_0074350,144,0.20405938590952505,".NET Developer with 6.8 years of experience at Tech Mahindra, specializing in applied ML (MLflow); experienced in backend infrastructure (Airflow); strong semantic alignment to the JD (esp. experience trajectory); features very high recruiter responsiveness; high recruiter demand. Note: candidate."
CAND_0067243,145,0.2040435433565029,"DevOps Engineer with 3.6 years of experience at Accenture, specializing in applied ML (BentoML, NLP); experienced in backend infrastructure (Airflow); strong semantic alignment to the JD (esp. experience trajectory). Note: candidate has a long 120-day notice period and is not actively seeking new."
CAND_0017175,146,0.20388062240129756,"DevOps Engineer with 9.0 years of experience at Dunder Mifflin, specializing in applied ML (BentoML); strong semantic alignment to the JD (esp. experience trajectory); high recruiter demand. Note: candidate has a long 120-day notice period and is not actively seeking new roles."
CAND_0011640,147,0.20383142441922886,Full Stack Developer with 6.1 years of experience at Pied Piper; moderate semantic fit to the JD; features very high recruiter responsiveness; high recruiter demand. Note: candidate has a long 120-day notice period and is not actively seeking new roles.
CAND_0038744,148,0.20381357060417832,"Full Stack Developer with 7.8 years of experience at Accenture, specializing in applied ML (HTML); experienced in backend infrastructure (PostgreSQL); strong semantic alignment to the JD (esp. experience trajectory); high recruiter demand. Note: candidate has not actively seeking new roles. Minor."
CAND_0022486,149,0.20361874322713247,".NET Developer with 5.1 years of experience at Pied Piper, specializing in applied ML (HTML, MLflow); strong semantic alignment to the JD (esp. experience trajectory); features good recruiter responsiveness; high recruiter demand, reliable follow-through. Note: candidate has not actively seeking."
CAND_0022203,150,0.20351156307801266,QA Engineer with 5.1 years of experience at Swiggy; strong semantic alignment to the JD (esp. experience trajectory); features active GitHub presence; high recruiter demand. Note: candidate has not actively seeking new roles.
CAND_0020347,151,0.203274334586288,"Mobile Developer with 9.4 years of experience at Pied Piper, specializing in applied ML (MLflow); experienced in backend infrastructure (Spark); moderate semantic fit to the JD; features active GitHub presence and good recruiter responsiveness. Note: candidate has a long 120-day notice period."
CAND_0051982,152,0.20325556588718954,"Software Engineer with 5.0 years of experience at Wipro, specializing in applied ML (MLflow); strong semantic alignment to the JD (esp. experience trajectory); features good recruiter responsiveness; high recruiter demand. Minor data-quality flag (synthetic)."
CAND_0073374,153,0.20322228628607936,"Mobile Developer with 7.6 years of experience at Accenture, specializing in vector search and RAG (pgvector); moderate semantic fit to the JD; high recruiter demand. Note: candidate has a long 120-day notice period and is not actively seeking new roles. Minor data-quality flag (synthetic)."
CAND_0022686,154,0.20257982722364357,"DevOps Engineer with 8.9 years of experience at Wayne Enterprises, specializing in applied ML (TensorFlow); strong semantic alignment to the JD (esp. experience trajectory); high recruiter demand. Note: candidate has not actively seeking new roles. Minor data-quality flag (synthetic)."
CAND_0071358,155,0.20218290907276407,"Full Stack Developer with 9.6 years of experience at Acme Corp; experienced in backend infrastructure (Kafka, PostgreSQL); strong semantic alignment to the JD (esp. experience trajectory); high recruiter demand. Note: candidate has a long 150-day notice period and is not actively seeking new roles.."
CAND_0013638,156,0.20169828622126068,"Frontend Engineer with 6.7 years of experience at TCS, specializing in applied ML (PyTorch, HTML); experienced in backend infrastructure (Kafka, Airflow); strong semantic alignment to the JD (esp. experience trajectory); features active GitHub presence; high recruiter demand."
CAND_0011412,157,0.20169224853031495,"QA Engineer with 9.5 years of experience at CRED, specializing in applied ML (HTML); experienced in backend infrastructure (Airflow); strong semantic alignment to the JD (esp. experience trajectory); high recruiter demand. Minor data-quality flag (synthetic)."
CAND_0040286,158,0.2012189237205133,"Frontend Engineer with 9.7 years of experience at Capgemini, specializing in vector search and RAG (pgvector); experienced in backend infrastructure (SQL, Kafka); strong semantic alignment to the JD (esp. experience trajectory); features very high recruiter responsiveness; high recruiter demand.."
CAND_0074988,159,0.20102961468170577,Full Stack Developer with 8.6 years of experience at Hooli; experienced in backend infrastructure (Spark); moderate semantic fit to the JD. Minor data-quality flag (synthetic).
CAND_0078528,160,0.20099290936120767,Full Stack Developer with 9.0 years of experience at CRED; experienced in backend infrastructure (Airflow); moderate semantic fit to the JD; high recruiter demand. Note: candidate has a long 120-day notice period. Minor data-quality flag (synthetic).
CAND_0096487,161,0.20071676054845825,Software Engineer with 9.6 years of experience at Accenture; experienced in backend infrastructure (Airflow); strong semantic alignment to the JD (esp. experience trajectory); features good recruiter responsiveness; high recruiter demand. Note: candidate has a long 120-day notice period and is not.
CAND_0060383,162,0.2003293769442246,DevOps Engineer with 7.6 years of experience at HCL; moderate semantic fit to the JD; features good recruiter responsiveness; high recruiter demand. Note: candidate has not actively seeking new roles. Minor data-quality flag (synthetic).
CAND_0077527,163,0.2001639079957715,Frontend Engineer with 5.8 years of experience at Cognizant; experienced in backend infrastructure (SQL); strong semantic alignment to the JD (esp. experience trajectory); features active GitHub presence. Note: candidate has not actively seeking new roles.
CAND_0055526,164,0.20013727827343578,"Frontend Engineer with 4.3 years of experience at Razorpay; experienced in backend infrastructure (SQL, Airflow); moderate semantic fit to the JD; features good recruiter responsiveness; high recruiter demand, reliable follow-through. Note: candidate has not actively seeking new roles. Minor."
CAND_0013658,165,0.19913072509603102,"DevOps Engineer with 5.6 years of experience at HCL, specializing in vector search and RAG (Milvus); experienced in backend infrastructure (SQL); strong semantic alignment to the JD (esp. experience trajectory); high recruiter demand. Note: candidate has not actively seeking new roles."
CAND_0002593,166,0.19905213391335272,"DevOps Engineer with 9.8 years of experience at Wipro, specializing in applied ML (PyTorch); experienced in backend infrastructure (Spark); strong semantic alignment to the JD (esp. experience trajectory); high recruiter demand, reliable follow-through. Minor data-quality flag (synthetic)."
CAND_0099119,167,0.19874002863403736,"DevOps Engineer with 8.6 years of experience at Dunder Mifflin, specializing in applied ML (HTML, MLOps); experienced in backend infrastructure (Kafka); moderate semantic fit to the JD; features active GitHub presence. Note: candidate has a long 120-day notice period and is not actively seeking new."
CAND_0046251,168,0.19763731604612894,"QA Engineer with 6.2 years of experience at Mphasis; experienced in backend infrastructure (Spark, SQL); strong semantic alignment to the JD (esp. experience trajectory); high recruiter demand. Note: candidate has not actively seeking new roles. Minor data-quality flag (synthetic)."
CAND_0017212,169,0.19757212897065002,DevOps Engineer with 4.8 years of experience at CRED; experienced in backend infrastructure (SQL); strong semantic alignment to the JD (esp. experience trajectory); features active GitHub presence and good recruiter responsiveness; high recruiter demand. Note: candidate has not actively seeking new.
CAND_0023611,170,0.1972931275455145,QA Engineer with 9.1 years of experience at Accenture; moderate semantic fit to the JD; high recruiter demand. Note: candidate has a long 150-day notice period and is not actively seeking new roles.
CAND_0063611,171,0.19691928905313447,Mobile Developer with 8.2 years of experience at Flipkart; experienced in backend infrastructure (PostgreSQL); moderate semantic fit to the JD; features good recruiter responsiveness; high recruiter demand. Minor data-quality flag (synthetic).
CAND_0090936,172,0.19674029685803746,"Mobile Developer with 6.3 years of experience at Pied Piper; experienced in backend infrastructure (Spark, Kafka); strong semantic alignment to the JD (esp. experience trajectory); features active GitHub presence and good recruiter responsiveness; high recruiter demand. Note: candidate has not."
CAND_0009268,173,0.1966449254427417,"Java Developer with 5.3 years of experience at Razorpay, specializing in applied ML (HTML); experienced in backend infrastructure (Spark); moderate semantic fit to the JD. Note: candidate has a long 120-day notice period. Minor data-quality flag (synthetic)."
CAND_0086378,174,0.1965961287958529,QA Engineer with 8.4 years of experience at Accenture; strong semantic alignment to the JD (esp. experience trajectory); high recruiter demand. Note: candidate has not actively seeking new roles. Minor data-quality flag (synthetic).
CAND_0091498,175,0.19487276676374848,"Software Engineer with 9.5 years of experience at Infosys, specializing in vector search and RAG (Milvus); experienced in backend infrastructure (PostgreSQL); strong semantic alignment to the JD (esp. experience trajectory); features active GitHub presence."
CAND_0015689,176,0.19443166631109646,"Java Developer with 4.1 years of experience at Zomato, specializing in applied ML (MLflow); moderate semantic fit to the JD; features good recruiter responsiveness; high recruiter demand. Note: candidate has not actively seeking new roles. Minor data-quality flag (synthetic)."
CAND_0063566,177,0.1942394011940577,Mobile Developer with 8.4 years of experience at Mindtree; experienced in backend infrastructure (Airflow); moderate semantic fit to the JD. Note: candidate has not actively seeking new roles.
CAND_0022193,178,0.19300652175315036,DevOps Engineer with 5.0 years of experience at Stark Industries; experienced in backend infrastructure (Spark); strong semantic alignment to the JD (esp. experience trajectory); high recruiter demand. Minor data-quality flag (synthetic).
CAND_0060066,179,0.18778339848795425,".NET Developer with 7.3 years of experience at Wipro; experienced in backend infrastructure (Spark, Kafka); strong semantic alignment to the JD (esp. experience trajectory). Note: candidate has not actively seeking new roles."
CAND_0034873,180,0.18660475875392335,"Full Stack Developer with 8.5 years of experience at Pied Piper; experienced in backend infrastructure (SQL, PostgreSQL); moderate semantic fit to the JD; high recruiter demand. Note: candidate has not actively seeking new roles. Minor data-quality flag (synthetic)."
CAND_0021230,181,0.18616952718154745,"Frontend Engineer with 3.2 years of experience at CRED; experienced in backend infrastructure (PostgreSQL, Spark); strong semantic alignment to the JD (esp. experience trajectory); features good recruiter responsiveness; high recruiter demand. Note: candidate has not actively seeking new roles.."
CAND_0067231,182,0.18300478894650635,QA Engineer with 4.9 years of experience at CRED; moderate semantic fit to the JD; features good recruiter responsiveness; high recruiter demand. Note: candidate has not actively seeking new roles.
CAND_0017697,183,0.18011798507432322,Frontend Engineer with 7.1 years of experience at Stark Industries; strong semantic alignment to the JD (esp. experience trajectory); high recruiter demand. Note: candidate has a long 120-day notice period. Minor data-quality flag (synthetic).
CAND_0001128,184,0.16999684118416705,"QA Engineer with 6.4 years of experience at Pied Piper, specializing in applied ML (Python); experienced in backend infrastructure (PostgreSQL, SQL); moderate semantic fit to the JD; high recruiter demand, reliable follow-through. Minor data-quality flag (synthetic)."
CAND_0037311,185,0.1692564397449338,"Cloud Engineer with 4.4 years of experience at Wipro, specializing in vector search and RAG (pgvector); experienced in backend infrastructure (Kafka); strong semantic alignment to the JD (esp. experience trajectory); features good recruiter responsiveness; high recruiter demand. Note: candidate has."
CAND_0039659,186,0.14176774652632804,"Frontend Engineer with 8.2 years of experience at TCS, specializing in vector search and RAG (RAG); experienced in backend infrastructure (PostgreSQL, SQL); strong semantic alignment to the JD (esp. experience trajectory); features good recruiter responsiveness; high recruiter demand. Note:."
CAND_0047632,187,0.13783268792418313,"Mobile Developer with 4.3 years of experience at TCS, specializing in applied ML (MLflow); experienced in backend infrastructure (SQL); strong semantic alignment to the JD (esp. experience trajectory); features active GitHub presence and good recruiter responsiveness; high recruiter demand. Note:."
CAND_0076027,188,0.13029955482269998,"Data Engineer with 6.0 years of experience at Mphasis, specializing in applied ML (MLOps); strong semantic alignment to the JD (esp. experience trajectory); features active GitHub presence and good recruiter responsiveness; high recruiter demand, reliable follow-through. Note: candidate has not."
CAND_0089641,189,0.11547235429790671,Software Engineer with 7.8 years of experience at Zomato; moderate semantic fit to the JD; high recruiter demand. Minor data-quality flag (synthetic).
CAND_0076516,190,0.10222008275347509,"Cloud Engineer with 9.2 years of experience at Zomato; moderate semantic fit to the JD; high recruiter demand, reliable follow-through."
CAND_0057383,191,0.09850705249037708,Full Stack Developer with 7.9 years of experience at Infosys; experienced in backend infrastructure (Kafka); moderate semantic fit to the JD; features active GitHub presence; high recruiter demand.
CAND_0020427,192,0.09159373619876274,"Software Engineer with 9.6 years of experience at Capgemini, specializing in applied ML (HTML); experienced in backend infrastructure (Airflow); strong semantic alignment to the JD (esp. experience trajectory); high recruiter demand. Note: candidate has not actively seeking new roles. Minor."
CAND_0037551,193,0.08529239946693484,"Graphic Designer with 10.1 years of experience at Initech, specializing in vector search and RAG (Vector Search); strong semantic alignment to the JD (esp. experience trajectory); features good recruiter responsiveness; high recruiter demand. Note: candidate has not actively seeking new roles."
CAND_0026480,194,0.0821521881331937,"Operations Manager with 7.1 years of experience at Infosys, specializing in vector search and RAG (FAISS, Vector Search); strong semantic alignment to the JD (esp. experience trajectory); features active GitHub presence and good recruiter responsiveness; high recruiter demand. Note: candidate has a."
CAND_0040449,195,0.07957313649242413,"Marketing Manager with 8.8 years of experience at TCS, specializing in vector search and RAG (FAISS, Vector Search); experienced in backend infrastructure (Kafka); strong semantic alignment to the JD (esp. experience trajectory); high recruiter demand. Note: candidate has not actively seeking new."
CAND_0094337,196,0.07671957656979923,Cloud Engineer with 5.4 years of experience at Tech Mahindra; strong semantic alignment to the JD (esp. experience trajectory); features good recruiter responsiveness; high recruiter demand. Note: candidate has a long 120-day notice period and is not actively seeking new roles. Minor data-quality.
CAND_0018716,197,0.07541453782204269,"Frontend Engineer with 9.7 years of experience at HCL, specializing in applied ML (HTML); strong semantic alignment to the JD (esp. experience trajectory); features good recruiter responsiveness. Minor data-quality flag (synthetic)."
CAND_0085406,198,0.07150400559284868,"Frontend Engineer with 4.5 years of experience at Wipro; experienced in backend infrastructure (Spark, Airflow); strong semantic alignment to the JD (esp. experience trajectory). Note: candidate has not actively seeking new roles. Minor data-quality flag (synthetic)."
CAND_0077215,199,0.07130553628978958,.NET Developer with 8.9 years of experience at HCL; experienced in backend infrastructure (Spark); moderate semantic fit to the JD; high recruiter demand. Minor data-quality flag (synthetic).
CAND_0034203,200,0.07119527043732879,"Frontend Engineer with 5.6 years of experience at Mindtree, specializing in applied ML (PyTorch); strong semantic alignment to the JD (esp. experience trajectory); features active GitHub presence; high recruiter demand. Note: candidate has not actively seeking new roles."
CAND_0064746,201,0.06890842232560347,"Graphic Designer with 10.9 years of experience at Wipro, specializing in vector search and RAG (Vector Search, FAISS); strong semantic alignment to the JD (esp. skills). Note: candidate has a long 120-day notice period and is not actively seeking new roles. Minor data-quality flag (synthetic)."
CAND_0067252,202,0.06784368856520304,"Java Developer with 7.9 years of experience at Initech, specializing in applied ML (HTML); moderate semantic fit to the JD; high recruiter demand."
CAND_0098162,203,0.06400900238747675,Cloud Engineer with 9.8 years of experience at Dunder Mifflin; experienced in backend infrastructure (SQL); strong semantic alignment to the JD (esp. experience trajectory); features good recruiter responsiveness; high recruiter demand. Note: candidate has not actively seeking new roles. Minor.
CAND_0031540,204,0.06387561977800553,"Project Manager with 5.3 years of experience at Wayne Enterprises, specializing in vector search and RAG (Vector Search, Pinecone); experienced in backend infrastructure (Spark); strong semantic alignment to the JD (esp. skills); features good recruiter responsiveness; high recruiter demand. Note:."
CAND_0003974,205,0.06109146673528457,DevOps Engineer with 4.3 years of experience at Capgemini; moderate semantic fit to the JD. Note: candidate has a long 120-day notice period and is not actively seeking new roles. Minor data-quality flag (synthetic).
CAND_0075010,206,0.05889484673620678,"Operations Manager with 9.4 years of experience at Wayne Enterprises, specializing in vector search and RAG (Vector Search, FAISS); experienced in backend infrastructure (Kafka, SQL); strong semantic alignment to the JD (esp. skills); features good recruiter responsiveness; high recruiter demand."
CAND_0073482,207,0.05526763368789488,"Cloud Engineer with 3.9 years of experience at Mphasis, specializing in applied ML (PyTorch); strong semantic alignment to the JD (esp. experience trajectory); high recruiter demand. Note: candidate has not actively seeking new roles. Minor data-quality flag (synthetic)."
CAND_0091884,208,0.049030377413507305,"Accountant with 5.5 years of experience at Stark Industries, specializing in vector search and RAG (RAG, Vector Search); strong semantic alignment to the JD (esp. skills). Note: candidate has not actively seeking new roles."
CAND_0010757,209,0.04569675921058267,"Mechanical Engineer with 3.4 years of experience at Wipro, specializing in vector search and RAG (FAISS, Vector Search); strong semantic alignment to the JD (esp. experience trajectory); features good recruiter responsiveness; high recruiter demand. Note: candidate has not actively seeking new."
CAND_0036154,210,0.04422689246147102,Frontend Engineer with 4.5 years of experience at Globex Inc; moderate semantic fit to the JD; features good recruiter responsiveness; high recruiter demand. Note: candidate has not actively seeking new roles. Minor data-quality flag (synthetic).
CAND_0009535,211,0.043597881449821727,"Customer Support with 9.2 years of experience at Initech, specializing in vector search and RAG (RAG); experienced in backend infrastructure (Airflow); strong semantic alignment to the JD (esp. experience trajectory). Note: candidate has not actively seeking new roles."
CAND_0015708,212,0.042670652870517786,"Accountant with 14.0 years of experience at Wipro, specializing in vector search and RAG (Pinecone, RAG); moderate semantic fit to the JD. Note: candidate has a long 120-day notice period and is not actively seeking new roles."
CAND_0017732,213,0.04137475767991826,"Business Analyst with 5.5 years of experience at Infosys, specializing in vector search and RAG (Vector Search, FAISS); experienced in backend infrastructure (Kafka); moderate semantic fit to the JD; features active GitHub presence; high recruiter demand. Note: candidate has not actively seeking."
CAND_0097077,214,0.038732384816116246,"Customer Support with 5.6 years of experience at Initech, specializing in vector search and RAG (Pinecone, Vector Search); strong semantic alignment to the JD (esp. experience trajectory); high recruiter demand. Minor data-quality flag (synthetic)."
CAND_0020140,215,0.03513871227522487,"Customer Support with 9.8 years of experience at TCS, specializing in vector search and RAG (Pinecone, RAG); strong semantic alignment to the JD (esp. experience trajectory); reliable follow-through. Note: candidate has a long 120-day notice period."
CAND_0083689,216,0.03340567431040731,"Business Analyst with 7.5 years of experience at Globex Inc, specializing in vector search and RAG (Pinecone, Vector Search); experienced in backend infrastructure (Airflow); moderate semantic fit to the JD; features active GitHub presence. Note: candidate has not actively seeking new roles."
CAND_0009058,217,0.03175757284552534,"Civil Engineer with 10.1 years of experience at Globex Inc, specializing in vector search and RAG (RAG); strong semantic alignment to the JD (esp. experience trajectory). Note: candidate has not actively seeking new roles."
CAND_0036820,218,0.03058631860066163,"Customer Support with 3.3 years of experience at Hooli, specializing in vector search and RAG (FAISS, Pinecone); experienced in backend infrastructure (Airflow); strong semantic alignment to the JD (esp. skills). Note: candidate has not actively seeking new roles."
CAND_0039691,219,0.02919624539972748,"Business Analyst with 9.1 years of experience at Pied Piper, specializing in vector search and RAG (Vector Search, FAISS); strong semantic alignment to the JD (esp. skills). Minor data-quality flag (synthetic)."
CAND_0086755,220,0.028111494929581014,"QA Engineer with 4.7 years of experience at Accenture; strong semantic alignment to the JD (esp. experience trajectory); high recruiter demand, reliable follow-through. Note: candidate has not actively seeking new roles. Minor data-quality flag (synthetic)."
CAND_0006508,221,0.026259511054813386,"Operations Manager with 3.0 years of experience at Dunder Mifflin, specializing in vector search and RAG (FAISS, Pinecone); experienced in backend infrastructure (Spark, Kafka); strong semantic alignment to the JD (esp. skills); high recruiter demand. Note: candidate has not actively seeking new."
CAND_0091083,222,0.025410220819184082,"Graphic Designer with 10.1 years of experience at Infosys, specializing in vector search and RAG (Pinecone, Vector Search); experienced in backend infrastructure (Kafka); strong semantic alignment to the JD (esp. skills); features active GitHub presence; high recruiter demand. Note: candidate has."
CAND_0041406,223,0.024917563083668652,Accountant with 5.1 years of experience at Wipro; experienced in backend infrastructure (PostgreSQL); moderate semantic fit to the JD; features active GitHub presence and good recruiter responsiveness; high recruiter demand. Note: candidate has not actively seeking new roles.
CAND_0094791,224,0.018855737108351964,Mechanical Engineer with 13.2 years of experience at Globex Inc; experienced in backend infrastructure (Spark); moderate semantic fit to the JD; features active GitHub presence and good recruiter responsiveness; high recruiter demand. Note: candidate has not actively seeking new roles.
CAND_0028806,225,0.01380894481603477,"Customer Support with 13.6 years of experience at Stark Industries, specializing in applied ML (BentoML); experienced in backend infrastructure (SQL); moderate semantic fit to the JD; high recruiter demand. Note: candidate has a long 120-day notice period and is not actively seeking new roles."
CAND_0064644,226,0.011881340631739522,Customer Support with 10.6 years of experience at Infosys; experienced in backend infrastructure (PostgreSQL); moderate semantic fit to the JD; features good recruiter responsiveness; high recruiter demand. Minor data-quality flag (synthetic).
CAND_0011734,227,0.0108669927718662,Civil Engineer with 9.3 years of experience at Wayne Enterprises; moderate semantic fit to the JD; features good recruiter responsiveness; high recruiter demand. Minor data-quality flag (synthetic).
CAND_0062260,228,0.00938740042166023,Operations Manager with 7.1 years of experience at Wayne Enterprises; experienced in backend infrastructure (SQL); moderate semantic fit to the JD. Minor data-quality flag (synthetic).
CAND_0022319,229,0.009382296578204717,HR Manager with 9.3 years of experience at Wayne Enterprises; moderate semantic fit to the JD; high recruiter demand. Minor data-quality flag (synthetic).
CAND_0042125,230,0.008477170633120475,"Business Analyst with 11.1 years of experience at Wipro; experienced in backend infrastructure (Kafka, PostgreSQL); moderate semantic fit to the JD; features good recruiter responsiveness; high recruiter demand. Note: candidate has a long 120-day notice period. Minor data-quality flag (synthetic)."
CAND_0073220,231,0.008359318558172445,"HR Manager with 8.8 years of experience at TCS, specializing in applied ML (HTML); experienced in backend infrastructure (SQL); strong semantic alignment to the JD (esp. experience trajectory); features active GitHub presence and good recruiter responsiveness; high recruiter demand, reliable."
CAND_0048562,232,0.00827736365559465,Marketing Manager with 14.6 years of experience at Stark Industries; moderate semantic fit to the JD; features good recruiter responsiveness; high recruiter demand. Note: candidate has a long 150-day notice period and is not actively seeking new roles.
CAND_0054153,233,0.007928558345039496,"Civil Engineer with 5.1 years of experience at Hooli; experienced in backend infrastructure (PostgreSQL, Airflow); moderate semantic fit to the JD; features good recruiter responsiveness; high recruiter demand. Note: candidate has a long 150-day notice period and is not actively seeking new roles.."
